timestamp,q0,q1,q2,q3,roll,pitch,yaw
4621908475,0.99688443,-0.07294600,-0.02977301,0.00372696,8.365,3.434,359.823
4641908575,0.99688443,-0.07294600,-0.02977301,0.00372696,8.365,3.434,359.823
4661908675,0.99684889,-0.07337939,-0.02989926,0.00371358,8.415,3.449,359.827
4681908775,0.99679555,-0.07386753,-0.03045866,0.00380612,8.471,3.514,359.823
4701908875,0.99679555,-0.07386753,-0.03045866,0.00380612,8.471,3.514,359.823
4721908975,0.99679555,-0.07386753,-0.03045866,0.00380612,8.471,3.514,359.823
4741909075,0.99675954,-0.07430246,-0.03058095,0.00379098,8.521,3.527,359.827
4781909275,0.99670507,-0.07479282,-0.03114390,0.00388417,8.577,3.593,359.823
4801909375,0.99670507,-0.07479282,-0.03114390,0.00388417,8.577,3.593,359.823
4821909475,0.99670507,-0.07479282,-0.03114390,0.00388417,8.577,3.593,359.823
4841909575,0.99666921,-0.07522361,-0.03125597,0.00386635,8.627,3.605,359.828
4861909650,0.99661377,-0.07571474,-0.03182170,0.00395500,8.683,3.671,359.824
4881909775,0.99661377,-0.07571474,-0.03182170,0.00395500,8.683,3.671,359.824
4901909875,0.99661377,-0.07571474,-0.03182170,0.00395500,8.683,3.671,359.824
4921909975,0.99657659,-0.07615277,-0.03194290,0.00393789,8.734,3.685,359.829
4941910075,0.99652052,-0.07664193,-0.03250680,0.00402119,8.790,3.750,359.826
4961910175,0.99652052,-0.07664193,-0.03250680,0.00402119,8.790,3.750,359.826
4981910275,0.99652052,-0.07664193,-0.03250680,0.00402119,8.790,3.750,359.826
5001910375,0.99648247,-0.07708355,-0.03263094,0.00400370,8.841,3.764,359.831
5021910475,0.99642564,-0.07757180,-0.03319406,0.00408722,8.897,3.829,359.828
5041910575,0.99642564,-0.07757180,-0.03319406,0.00408722,8.897,3.829,359.828
5061910675,0.99642564,-0.07757180,-0.03319406,0.00408722,8.897,3.829,359.828
5081910775,0.99638644,-0.07801818,-0.03332649,0.00407054,8.949,3.844,359.833
5101910875,0.99632887,-0.07850559,-0.03388674,0.00416461,9.005,3.909,359.829
5121910975,0.99632887,-0.07850559,-0.03388674,0.00416461,9.005,3.909,359.829
5141911375,0.99632887,-0.07850559,-0.03388674,0.00416461,9.005,3.909,359.829
5161911475,0.99628891,-0.07895492,-0.03401943,0.00414696,9.057,3.924,359.834
5181911575,0.99623055,-0.07944156,-0.03457955,0.00424138,9.113,3.989,359.830
5201911650,0.99623055,-0.07944156,-0.03457955,0.00424138,9.113,3.989,359.830
5221911750,0.99623055,-0.07944156,-0.03457955,0.00424138,9.113,3.989,359.830
5241911875,0.99618941,-0.07990077,-0.03470890,0.00422103,9.166,4.004,359.836
5261911975,0.99612975,-0.08039008,-0.03527550,0.00431115,9.222,4.070,359.832
5281912075,0.99612975,-0.08039008,-0.03527550,0.00431115,9.222,4.070,359.832
5301912175,0.99612975,-0.08039008,-0.03527550,0.00431115,9.222,4.070,359.832
5321912275,0.99608783,-0.08084986,-0.03541080,0.00429151,9.275,4.085,359.838
5341912375,0.99602676,-0.08134407,-0.03598166,0.00437653,9.332,4.151,359.835
5361912475,0.99602676,-0.08134407,-0.03598166,0.00437653,9.332,4.151,359.835
5381912550,0.99602676,-0.08134407,-0.03598166,0.00437653,9.332,4.151,359.835
5421912775,0.99598389,-0.08180746,-0.03611999,0.00435650,9.385,4.167,359.841
5441912875,0.99592173,-0.08230329,-0.03669294,0.00443921,9.442,4.233,359.839
5461912975,0.99592173,-0.08230329,-0.03669294,0.00443921,9.442,4.233,359.839
5481913075,0.99592173,-0.08230329,-0.03669294,0.00443921,9.442,4.233,359.839
5501913175,0.99587774,-0.08277050,-0.03683791,0.00441971,9.496,4.250,359.845
5521913250,0.99581390,-0.08327297,-0.03741785,0.00449485,9.554,4.317,359.844
5541913375,0.99581390,-0.08327297,-0.03741785,0.00449485,9.554,4.317,359.844
5561913475,0.99581390,-0.08327297,-0.03741785,0.00449485,9.554,4.317,359.844
5581913575,0.99576899,-0.08374383,-0.03756412,0.00447448,9.609,4.333,359.849
5601913675,0.99570431,-0.08424536,-0.03814368,0.00454995,9.667,4.400,359.849
5621913775,0.99570431,-0.08424536,-0.03814368,0.00454995,9.667,4.400,359.849
5641913875,0.99570431,-0.08424536,-0.03814368,0.00454995,9.667,4.400,359.849
5661913975,0.99565837,-0.08471860,-0.03829687,0.00453039,9.721,4.418,359.854
5681914075,0.99559284,-0.08521979,-0.03887403,0.00461377,9.779,4.485,359.853
5701914175,0.99559284,-0.08521979,-0.03887403,0.00461377,9.779,4.485,359.853
5721914275,0.99559284,-0.08521979,-0.03887403,0.00461377,9.779,4.485,359.853
5741914375,0.99554591,-0.08569733,-0.03902834,0.00459319,9.834,4.502,359.859
5761914475,0.99547955,-0.08619752,-0.03960492,0.00467959,9.892,4.569,359.857
5781914575,0.99547955,-0.08619752,-0.03960492,0.00467959,9.892,4.569,359.857
5801914675,0.99547955,-0.08619752,-0.03960492,0.00467959,9.892,4.569,359.857
5821914775,0.99543159,-0.08667875,-0.03976225,0.00465860,9.948,4.587,359.863
5841914875,0.99536443,-0.08717788,-0.04033826,0.00474258,10.005,4.653,359.862
5861914975,0.99536443,-0.08717788,-0.04033826,0.00474258,10.005,4.653,359.862
5881915050,0.99536443,-0.08717788,-0.04033826,0.00474258,10.005,4.653,359.862
5901915150,0.99531591,-0.08765854,-0.04049598,0.00472100,10.061,4.671,359.868
5921915275,0.99524786,-0.08815741,-0.04107252,0.00479730,10.118,4.738,359.867
5941915375,0.99524786,-0.08815741,-0.04107252,0.00479730,10.118,4.738,359.867
5961915475,0.99524786,-0.08815741,-0.04107252,0.00479730,10.118,4.738,359.867
5981915575,0.99519806,-0.08864382,-0.04123457,0.00477540,10.175,4.756,359.874
6001915675,0.99512925,-0.08914124,-0.04181000,0.00485191,10.232,4.823,359.873
6051915925,0.99512925,-0.08914124,-0.04181000,0.00485191,10.232,4.823,359.873
6071916025,0.99512925,-0.08914124,-0.04181000,0.00485191,10.232,4.823,359.873
6091916125,0.99507833,-0.08963347,-0.04197190,0.00482835,10.289,4.841,359.880
6111916225,0.99500872,-0.09012942,-0.04254729,0.00490538,10.346,4.908,359.880
6131916325,0.99500872,-0.09012942,-0.04254729,0.00490538,10.346,4.908,359.880
6151916425,0.99500872,-0.09012942,-0.04254729,0.00490538,10.346,4.908,359.880
6171916500,0.99495674,-0.09062435,-0.04271381,0.00488201,10.404,4.927,359.887
6191916625,0.99488631,-0.09111958,-0.04328802,0.00495913,10.461,4.993,359.886
6211916725,0.99488631,-0.09111958,-0.04328802,0.00495913,10.461,4.993,359.886
6231916825,0.99488631,-0.09111958,-0.04328802,0.00495913,10.461,4.993,359.886
6251916925,0.99483332,-0.09161648,-0.04345938,0.00493612,10.519,5.013,359.893
6271917025,0.99476133,-0.09211643,-0.04403767,0.00501355,10.576,5.079,359.893
6291917125,0.99476133,-0.09211643,-0.04403767,0.00501355,10.576,5.079,359.893
6311917225,0.99476133,-0.09211643,-0.04403767,0.00501355,10.576,5.079,359.893
6331917325,0.99470718,-0.09261794,-0.04421134,0.00498975,10.635,5.099,359.900
6351917425,0.99463364,-0.09312197,-0.04479432,0.00506776,10.693,5.167,359.900
6371916975,0.99463364,-0.09312197,-0.04479432,0.00506776,10.693,5.167,359.900
6481920500,0.99463364,-0.09312197,-0.04479432,0.00506776,10.693,5.167,359.900
6501919850,0.99457810,-0.09362995,-0.04497107,0.00504310,10.752,5.187,359.907
6521919275,0.99450307,-0.09413739,-0.04555905,0.00511641,10.811,5.255,359.908
6541918800,0.99450307,-0.09413739,-0.04555905,0.00511641,10.811,5.255,359.908
6561918475,0.99450307,-0.09413739,-0.04555905,0.00511641,10.811,5.255,359.908
6581918575,0.99444647,-0.09464791,-0.04573905,0.00509153,10.870,5.275,359.916
6601918675,0.99436983,-0.09515968,-0.04633199,0.00516000,10.929,5.343,359.917
6621918775,0.99436983,-0.09515968,-0.04633199,0.00516000,10.929,5.343,359.917
6641918875,0.99436983,-0.09515968,-0.04633199,0.00516000,10.929,5.343,359.917
6661918975,0.99431186,-0.09567592,-0.04651548,0.00513447,10.989,5.364,359.925
6701919175,0.99423884,-0.09615574,-0.04707327,0.00522550,11.044,5.429,359.923
